path,condition,stage,size_bytes
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_q_probe_validation_q_major_first/20260723-205555/events.out.tfevents.1784811355.ml-ubuntu22-04-desktop-v3-2-128gb-25m.153740.0,single,probe_formal,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_q_probe_validation_q_major_whole/20260723-205613/events.out.tfevents.1784811373.ml-ubuntu22-04-desktop-v3-2-128gb-25m.154152.0,single,probe_formal,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_q_probe_validation_q_university_first/20260723-205522/events.out.tfevents.1784811322.ml-ubuntu22-04-desktop-v3-2-128gb-25m.153108.0,single,probe_formal,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/formal/validation/operation_logs/synbios_q_probe_validation_q_university_whole/20260723-205539/events.out.tfevents.1784811339.ml-ubuntu22-04-desktop-v3-2-128gb-25m.153409.0,single,probe_formal,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/operation_logs/synbios_probe_pipeline_probe_pipeline/20260723-143458/events.out.tfevents.1784788498.ml-ubuntu22-04-desktop-v3-2-128gb-25m.30831.0,single,probe_pilot,2445602
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_birth_city_first/20260723-143501/events.out.tfevents.1784788501.ml-ubuntu22-04-desktop-v3-2-128gb-25m.30893.0,single,probe_pilot,124924
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_birth_city_whole/20260723-144617/events.out.tfevents.1784789177.ml-ubuntu22-04-desktop-v3-2-128gb-25m.34810.0,single,probe_pilot,137859
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_birth_date_first/20260723-143501/events.out.tfevents.1784788501.ml-ubuntu22-04-desktop-v3-2-128gb-25m.30891.0,single,probe_pilot,110853
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_company_city_first/20260723-152211/events.out.tfevents.1784791331.ml-ubuntu22-04-desktop-v3-2-128gb-25m.47274.0,single,probe_pilot,122428
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_company_city_whole/20260723-153336/events.out.tfevents.1784792016.ml-ubuntu22-04-desktop-v3-2-128gb-25m.51096.0,single,probe_pilot,125123
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_company_first/20260723-151054/events.out.tfevents.1784790654.ml-ubuntu22-04-desktop-v3-2-128gb-25m.43209.0,single,probe_pilot,125914
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_company_whole/20260723-152152/events.out.tfevents.1784791312.ml-ubuntu22-04-desktop-v3-2-128gb-25m.46973.0,single,probe_pilot,138627
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_major_first/20260723-145850/events.out.tfevents.1784789930.ml-ubuntu22-04-desktop-v3-2-128gb-25m.39439.0,single,probe_pilot,125546
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_major_whole/20260723-150959/events.out.tfevents.1784790599.ml-ubuntu22-04-desktop-v3-2-128gb-25m.42738.0,single,probe_pilot,135667
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_university_first/20260723-144729/events.out.tfevents.1784789249.ml-ubuntu22-04-desktop-v3-2-128gb-25m.35489.0,single,probe_pilot,125530
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_p_probe_p_university_whole/20260723-145813/events.out.tfevents.1784789893.ml-ubuntu22-04-desktop-v3-2-128gb-25m.39144.0,single,probe_pilot,138739
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_birth_city_first/20260723-143501/events.out.tfevents.1784788501.ml-ubuntu22-04-desktop-v3-2-128gb-25m.30894.0,single,probe_pilot,98675
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_birth_city_whole/20260723-144634/events.out.tfevents.1784789194.ml-ubuntu22-04-desktop-v3-2-128gb-25m.34988.0,single,probe_pilot,98675
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_birth_date_first/20260723-143501/events.out.tfevents.1784788501.ml-ubuntu22-04-desktop-v3-2-128gb-25m.30892.0,single,probe_pilot,98675
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_company_city_first/20260723-152238/events.out.tfevents.1784791358.ml-ubuntu22-04-desktop-v3-2-128gb-25m.47521.0,single,probe_pilot,98675
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_company_city_whole/20260723-153337/events.out.tfevents.1784792017.ml-ubuntu22-04-desktop-v3-2-128gb-25m.51140.0,single,probe_pilot,98675
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_company_first/20260723-151100/events.out.tfevents.1784790661.ml-ubuntu22-04-desktop-v3-2-128gb-25m.43344.0,single,probe_pilot,98675
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_company_whole/20260723-152205/events.out.tfevents.1784791325.ml-ubuntu22-04-desktop-v3-2-128gb-25m.47154.0,single,probe_pilot,98675
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_major_first/20260723-145948/events.out.tfevents.1784789988.ml-ubuntu22-04-desktop-v3-2-128gb-25m.39742.0,single,probe_pilot,98675
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_major_whole/20260723-151032/events.out.tfevents.1784790632.ml-ubuntu22-04-desktop-v3-2-128gb-25m.42972.0,single,probe_pilot,98675
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_university_first/20260723-144729/events.out.tfevents.1784789249.ml-ubuntu22-04-desktop-v3-2-128gb-25m.35490.0,single,probe_pilot,98675
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/training/operation_logs/synbios_q_probe_q_university_whole/20260723-145843/events.out.tfevents.1784789923.ml-ubuntu22-04-desktop-v3-2-128gb-25m.39326.0,single,probe_pilot,98675
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_birth_city_first/20260723-154532/events.out.tfevents.1784792732.ml-ubuntu22-04-desktop-v3-2-128gb-25m.55139.0,single,probe_pilot,7729
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_birth_city_whole/20260723-154551/events.out.tfevents.1784792751.ml-ubuntu22-04-desktop-v3-2-128gb-25m.55628.0,single,probe_pilot,8513
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_birth_date_first/20260723-154533/events.out.tfevents.1784792733.ml-ubuntu22-04-desktop-v3-2-128gb-25m.55137.0,single,probe_pilot,6747
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_company_city_first/20260723-154750/events.out.tfevents.1784792870.ml-ubuntu22-04-desktop-v3-2-128gb-25m.57549.0,single,probe_pilot,7473
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_company_city_whole/20260723-154807/events.out.tfevents.1784792887.ml-ubuntu22-04-desktop-v3-2-128gb-25m.57797.0,single,probe_pilot,7409
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_company_first/20260723-154716/events.out.tfevents.1784792836.ml-ubuntu22-04-desktop-v3-2-128gb-25m.56966.0,single,probe_pilot,7729
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_company_whole/20260723-154734/events.out.tfevents.1784792854.ml-ubuntu22-04-desktop-v3-2-128gb-25m.57278.0,single,probe_pilot,8721
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_major_first/20260723-154643/events.out.tfevents.1784792803.ml-ubuntu22-04-desktop-v3-2-128gb-25m.56422.0,single,probe_pilot,7697
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_major_whole/20260723-154700/events.out.tfevents.1784792820.ml-ubuntu22-04-desktop-v3-2-128gb-25m.56707.0,single,probe_pilot,8273
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_university_first/20260723-154609/events.out.tfevents.1784792769.ml-ubuntu22-04-desktop-v3-2-128gb-25m.55934.0,single,probe_pilot,7697
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_p_probe_validation_p_university_whole/20260723-154625/events.out.tfevents.1784792785.ml-ubuntu22-04-desktop-v3-2-128gb-25m.56109.0,single,probe_pilot,8625
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_birth_city_first/20260723-154533/events.out.tfevents.1784792733.ml-ubuntu22-04-desktop-v3-2-128gb-25m.55140.0,single,probe_pilot,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_birth_city_whole/20260723-154551/events.out.tfevents.1784792751.ml-ubuntu22-04-desktop-v3-2-128gb-25m.55629.0,single,probe_pilot,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_birth_date_first/20260723-154532/events.out.tfevents.1784792732.ml-ubuntu22-04-desktop-v3-2-128gb-25m.55138.0,single,probe_pilot,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_company_city_first/20260723-154803/events.out.tfevents.1784792883.ml-ubuntu22-04-desktop-v3-2-128gb-25m.57715.0,single,probe_pilot,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_company_city_whole/20260723-154820/events.out.tfevents.1784792900.ml-ubuntu22-04-desktop-v3-2-128gb-25m.58018.0,single,probe_pilot,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_company_first/20260723-154731/events.out.tfevents.1784792851.ml-ubuntu22-04-desktop-v3-2-128gb-25m.57176.0,single,probe_pilot,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_company_whole/20260723-154747/events.out.tfevents.1784792867.ml-ubuntu22-04-desktop-v3-2-128gb-25m.57432.0,single,probe_pilot,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_major_first/20260723-154658/events.out.tfevents.1784792818.ml-ubuntu22-04-desktop-v3-2-128gb-25m.56650.0,single,probe_pilot,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_major_whole/20260723-154715/events.out.tfevents.1784792835.ml-ubuntu22-04-desktop-v3-2-128gb-25m.56922.0,single,probe_pilot,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_university_first/20260723-154625/events.out.tfevents.1784792785.ml-ubuntu22-04-desktop-v3-2-128gb-25m.56108.0,single,probe_pilot,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/pilot/validation/operation_logs/synbios_q_probe_validation_q_university_whole/20260723-154642/events.out.tfevents.1784792802.ml-ubuntu22-04-desktop-v3-2-128gb-25m.56365.0,single,probe_pilot,5927
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/smoke/operation_logs/synbios_probe_pipeline_probe_pipeline/20260723-141305/events.out.tfevents.1784787185.ml-ubuntu22-04-desktop-v3-2-128gb-25m.22850.0,single,probe_other,54903
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/smoke/training/operation_logs/synbios_p_probe_p_university_whole/20260723-141601/events.out.tfevents.1784787361.ml-ubuntu22-04-desktop-v3-2-128gb-25m.23789.0,single,probe_other,37054
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/smoke/training/operation_logs/synbios_q_probe_q_university_whole/20260723-141601/events.out.tfevents.1784787361.ml-ubuntu22-04-desktop-v3-2-128gb-25m.23790.0,single,probe_other,24041
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/smoke/validation/operation_logs/synbios_p_probe_validation_p_university_whole/20260723-141845/events.out.tfevents.1784787525.ml-ubuntu22-04-desktop-v3-2-128gb-25m.24734.0,single,probe_other,12312
formal_runs/synbios_moe/results/single_fsdp_4gpu/probe_pipeline/smoke/validation/operation_logs/synbios_q_probe_validation_q_university_whole/20260723-141845/events.out.tfevents.1784787525.ml-ubuntu22-04-desktop-v3-2-128gb-25m.24735.0,single,probe_other,5927
formal_runs/synbios_moe/runs/synbios_moe_multi5_permute_fsdp_4gpu/20260721-144408/events.out.tfevents.1784616248.ml-ubuntu22-04-desktop-v3-2-128gb-25m.42143.0,multi5_permute,pretraining,6231321
formal_runs/synbios_moe/runs/synbios_moe_single_fsdp_4gpu/20260721-042956/events.out.tfevents.1784579396.ml-ubuntu22-04-desktop-v3-2-128gb-25m.173884.0,single,pretraining,2366850
formal_runs/synbios_moe/runs/synbios_moe_single_fsdp_4gpu/20260721-045620/events.out.tfevents.1784580980.ml-ubuntu22-04-desktop-v3-2-128gb-25m.191522.0,single,pretraining,27376320
smoke/local_runs/rtx4090_single_1gpu/20260721-030701/events.out.tfevents.1784574421.ml-ubuntu22-04-desktop-v3-2-128gb-25m.44448.0,single,smoke,3802
validation/synbios_moe/runs/synbios_moe_single_fsdp_4gpu_validation/20260721-040232/events.out.tfevents.1784577753.ml-ubuntu22-04-desktop-v3-2-128gb-25m.150850.0,single,pretraining,21547
validation/synbios_moe/runs/synbios_moe_single_fsdp_4gpu_validation/20260721-040324/events.out.tfevents.1784577804.ml-ubuntu22-04-desktop-v3-2-128gb-25m.152321.0,single,pretraining,1866
validation/synbios_moe/runs/synbios_moe_single_fsdp_4gpu_validation/20260721-040610/events.out.tfevents.1784577970.ml-ubuntu22-04-desktop-v3-2-128gb-25m.154884.0,single,pretraining,16335
validation/synbios_moe/runs/synbios_moe_single_fsdp_4gpu_validation/20260721-045343/events.out.tfevents.1784580823.ml-ubuntu22-04-desktop-v3-2-128gb-25m.189243.0,single,pretraining,480957
